document_index,run_id,protocol_id,scenario_id,token_id,token,count
0,extended_run_001,prt_0000_00,scn_0000,0,prior_alpha_ratio__level_high,1
0,extended_run_001,prt_0000_00,scn_0000,5,prior_attention_deficit__level_mid,1
0,extended_run_001,prt_0000_00,scn_0000,6,prior_coding_tool_type__value_codebook,1
0,extended_run_001,prt_0000_00,scn_0000,12,prior_condition_mean_adjusted_attention__level_mid,1
0,extended_run_001,prt_0000_00,scn_0000,14,prior_condition_noise_adjustment__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,17,prior_condition_noise_level__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,21,prior_condition_profile__value_normal,1
0,extended_run_001,prt_0000_00,scn_0000,23,prior_condition_time_pressure__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,26,prior_condition_total_adjusted_time__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,29,prior_control_expected_detection_rate__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,32,prior_control_intensity__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,35,prior_control_marker_ratio__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,38,prior_digit_ratio__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,41,prior_expected_error_probability__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,44,prior_manual_operation_count__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,47,prior_mean_complexity__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,50,prior_mean_message_criticality__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,53,prior_memory_load_index__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,56,prior_message_entropy_estimate__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,59,prior_message_length__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,62,prior_operator_attention__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,65,prior_operator_error_susceptibility__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,68,prior_operator_fatigue__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,71,prior_operator_skill__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,74,prior_operator_total_estimated_time__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,77,prior_procedure_branch_count__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,80,prior_procedure_steps__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,83,prior_repetition_expected_count__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,86,prior_symbol_group_count__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,89,prior_time_pressure_index__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,92,prior_total_nominal_time__level_low,1
0,extended_run_001,prt_0000_00,scn_0000,94,prior_verification_required__absent,1
1,extended_run_001,prt_0001_00,scn_0001,0,prior_alpha_ratio__level_high,1
1,extended_run_001,prt_0001_00,scn_0001,5,prior_attention_deficit__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,6,prior_coding_tool_type__value_codebook,1
1,extended_run_001,prt_0001_00,scn_0001,12,prior_condition_mean_adjusted_attention__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,14,prior_condition_noise_adjustment__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,17,prior_condition_noise_level__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,21,prior_condition_profile__value_normal,1
1,extended_run_001,prt_0001_00,scn_0001,23,prior_condition_time_pressure__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,26,prior_condition_total_adjusted_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,29,prior_control_expected_detection_rate__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,32,prior_control_intensity__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,35,prior_control_marker_ratio__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,38,prior_digit_ratio__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,41,prior_expected_error_probability__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,44,prior_manual_operation_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,47,prior_mean_complexity__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,50,prior_mean_message_criticality__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,53,prior_memory_load_index__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,56,prior_message_entropy_estimate__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,59,prior_message_length__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,62,prior_operator_attention__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,65,prior_operator_error_susceptibility__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,68,prior_operator_fatigue__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,71,prior_operator_skill__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,74,prior_operator_total_estimated_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,77,prior_procedure_branch_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,81,prior_procedure_steps__level_mid,1
1,extended_run_001,prt_0001_00,scn_0001,83,prior_repetition_expected_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,86,prior_symbol_group_count__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,89,prior_time_pressure_index__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,92,prior_total_nominal_time__level_low,1
1,extended_run_001,prt_0001_00,scn_0001,94,prior_verification_required__absent,1
2,extended_run_001,prt_0002_00,scn_0002,0,prior_alpha_ratio__level_high,1
2,extended_run_001,prt_0002_00,scn_0002,5,prior_attention_deficit__level_mid,1
