topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.010279363111
0,1,prior_alpha_ratio__level_low,50,0.00986098553169
0,2,prior_alpha_ratio__level_mid,50,0.011187515615
0,3,prior_attention_deficit__level_high,49,0.000166918116257
0,4,prior_attention_deficit__level_low,51,0.0253381953858
0,5,prior_attention_deficit__level_mid,50,0.010134835176
0,6,prior_coding_tool_type__value_codebook,46,0.000165627866368
0,7,prior_coding_tool_type__value_mixed,35,0.0174386186465
0,8,prior_coding_tool_type__value_mnemonic,23,0.00847392657335
0,9,prior_coding_tool_type__value_table,46,0.00883022643735
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.0218881508016
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000185052493948
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.00932062514083
0,13,prior_condition_noise_adjustment__level_high,33,0.00995949697272
0,14,prior_condition_noise_adjustment__level_low,84,0.0167329027791
0,15,prior_condition_noise_adjustment__level_mid,33,0.00600145290418
0,16,prior_condition_noise_level__level_high,33,0.00995949697272
0,17,prior_condition_noise_level__level_low,84,0.0167329027791
0,18,prior_condition_noise_level__level_mid,33,0.00600145290418
0,19,prior_condition_profile__value_hard,61,0.015662718305
0,20,prior_condition_profile__value_moderate,47,0.00887201049687
0,21,prior_condition_profile__value_normal,42,0.00735319296435
0,22,prior_condition_time_pressure__level_high,33,0.00725539352931
0,23,prior_condition_time_pressure__level_low,78,0.0161816587381
0,24,prior_condition_time_pressure__level_mid,39,0.00813090112346
0,25,prior_condition_total_adjusted_time__level_high,50,0.000169138216368
0,26,prior_condition_total_adjusted_time__level_low,50,0.015628533529
0,27,prior_condition_total_adjusted_time__level_mid,50,0.0131367370504
0,28,prior_control_expected_detection_rate__level_high,50,0.0234747481221
0,29,prior_control_expected_detection_rate__level_low,50,0.00545396913579
0,30,prior_control_expected_detection_rate__level_mid,50,0.00524246342778
0,31,prior_control_intensity__level_high,36,0.0179261145372
0,32,prior_control_intensity__level_low,76,0.00501668610513
0,33,prior_control_intensity__level_mid,38,0.0120554764852
0,34,prior_control_marker_ratio__level_high,50,0.0122180366974
0,35,prior_control_marker_ratio__level_low,50,0.00934169323891
0,36,prior_control_marker_ratio__level_mid,50,0.00994709591266
0,37,prior_digit_ratio__level_high,50,0.0104101761366
0,38,prior_digit_ratio__level_low,50,0.0110004478274
0,39,prior_digit_ratio__level_mid,50,0.0100504165078
0,40,prior_expected_error_probability__level_high,50,0.00494077711004
0,41,prior_expected_error_probability__level_low,50,0.0161529976035
0,42,prior_expected_error_probability__level_mid,50,0.0109904693332
0,43,prior_manual_operation_count__level_high,46,0.00372981164863
0,44,prior_manual_operation_count__level_low,59,0.012585085266
0,45,prior_manual_operation_count__level_mid,45,0.0111630077776
0,46,prior_mean_complexity__level_high,30,0.0050079154884
0,47,prior_mean_complexity__level_low,60,0.0137598054566
0,48,prior_mean_complexity__level_mid,60,0.0121327384883
0,49,prior_mean_message_criticality__level_high,30,0.00851866479632
0,50,prior_mean_message_criticality__level_low,60,0.0103632582245
0,51,prior_mean_message_criticality__level_mid,60,0.0122904187143
0,52,prior_memory_load_index__level_high,50,0.000192396668616
0,53,prior_memory_load_index__level_low,50,0.0132705824851
0,54,prior_memory_load_index__level_mid,50,0.0120336484051
0,55,prior_message_entropy_estimate__level_high,50,0.00847900967305
0,56,prior_message_entropy_estimate__level_low,50,0.0112310120984
0,57,prior_message_entropy_estimate__level_mid,50,0.0110325072841
0,58,prior_message_length__level_high,42,0.000172619861092
0,59,prior_message_length__level_low,66,0.0183539047035
0,60,prior_message_length__level_mid,42,0.009165610396
0,61,prior_operator_attention__level_high,25,0.0125068318665
0,62,prior_operator_attention__level_low,58,0.000166374627179
0,63,prior_operator_attention__level_mid,67,0.021795725015
0,64,prior_operator_error_susceptibility__level_high,49,0.00367139433426
